tweet,label,tweet_asli
username saya kelas bawa karena buat hubungin mama tahu tahu dicolong teman saya diam saja bodoh memang bibi kantin ngabarin ibu saya dan langsung datang lah mama terus bapanya meminta maaf eh beberapa hari kemudian anaknya pindah sekolah iya,sad,[USERNAME] Gua kelas 1sd bawa hp karna buat hubungin mama. Tau tau dicolong temen. Gua diem aja bego emg. Bibi kantin ngabarin nyokap gua dan lgsg datang lah mama trs bapanya minta maaf. Eh beberapa hari kemudian anaknya pindah sklh. Ya
tapi ngeri sih iya memang akun gede dengan followers ribuan tuh kalau ngetweet yang jelek atau salah sedikit yang hujat langsung banyak saya takut kalian unfollow saya saja please,fear,tapi ngeri sih ya emang akun gede dengan followers ribuan tuh kalo ngetweet yg jelek atau salah dikit yg hujat langsung banyak AKU TAKUT KALIAN UNFOLLOW AKU AJA PLEASE
kapan bandara username di ambon ada perbaikan dan mungkin renofasi melihat ada banyak perkembangan bandara di daerah lain rasanya sudah amat ketinggalan sebagai bandara internasional url,sad,Kapan bandara [USERNAME] 1 di Ambon ada perbaikan dan mungkin renofasi. Melihat ada banyak perkembangan bandara di daerah lain rasanya sudah amat ketinggalan sebagai bandara internasional . [URL]
jadi sejauh ini sudah ada barang yang ku beli hasil flash salenya bukalapak omg dari harga yang ratusan ribu yang bahkan saya sebagai sahabat misqin tidak mampu beli sekarang kebeli semua dan masih ada flash sale jam sore jam malam dan jam malam,happy,"""Jadi sejauh ini, udah ada 6 barang yang ku beli hasil flash salenya bukalapak. OMG dari harga yang Ratusan Ribu yang bahkan aku sbg sahabat misqin tak mampu beli, sekarang kebeli semua wkwkwkwk. Dan masih ada flash sale jam 6 sore, jam 8 malam dan jam 12 malam"""
sih gendut kalau saya yang suruh tidak mau jalan dasar kebo,anger,si gendut kalau saya yang suruh ogah jalan! dasar kebo!
saya yang dulu bingung kenapa orang bisa trauma berkepanjangan sekarang baru sadar setelah merasai sendiri kita tidak speak up kadang karena takut dibilang berlebihan lah bohong lah bla bla ngatasin traumanya saja sudah susah tambah lagi di judge orang lain jadi lebih baik diam,fear,"""gue yg dulu bingung knp org bisa trauma berkepanjangan skrg baru sadar setelah ngerasain sendiri, kita ga speak up kdg krn takut dibilang lebay lah boong lah bla bla. ngatasin traumanya aja udh susah tmbh lg di judge org lain jd mending diem."""
username username tidak perlu minta maaf juga kali beda perspektif mah wajar yang berlebihan mah menghapus twit neg bukan bela simic juga tapi selama tidak lapor pulisi bahwa dia sudah jadi korban pelecehan mah itu masih tetap urusan private mereka bdua di bagaimana awa,anger,[USERNAME] [USERNAME] gk perlu mnta maap juga kalik.. beda perspektif mah wajar.. yg lebay mah ngapus twit neg bkn bela simic jg tp slama vv gk lapor pulisi bhwa dia udh jadi korban pelecehan mah itu msh tetep urusan private mreka bdua di DM gmn awa
username iphone plus tiba tiba restart sendiri terus kadang kadang bootloop tidak masuk ke system dimatikan agak lama baru kadang bisa masuk system kenapa bruh,sad,"""[USERNAME] iPhone 7 plus, tiba tiba restart sendiri, trus kadang kadang bootloop ga masuk ke system , dimatikan agak lama, baru kadang bisa masuk system. kenapa bruh"""
wah gila sih ini lokasinya mirip mirip selly oal dixy persis pula di pengkolan jalan sayang dulu tidak ada mas mas british mirip begini kalau ada mungkin saya seringnya nongkrong di dixy bukan di perpus,sad,"""Wah gila sih, ini lokasinya mirip2 selly oal & dixy, persis pula di pengkolan jalan. Sayang dulu ga ada mas2 british kaya gini. Klo ada, mgkn w seringnya nongkrong di dixy bukan di perpus"""
mengurusi neraka orang sampai bikin hastag sedangkan sholatlu masih bolong bolong al quran mu masih tersimpan rapi di almari dan uangmu masih belum berkurang untuk sedekah pikir dong,anger,"""Ngurusin neraka orang, sampai bikin hastag #CalonPenghuniNeraka, sedangkan sholatlu masih bolong bolong, Al Qur'an mu masih tersimpan rapi di almari, dan uangmu masih belum berkurang untuk sedekah, pikir dong!!!"""
sama mirip bahagia mau gimanapun persepsi orang tentang bahagia kalau bahagiamu memang beda dari persepsi orang orang itu tetap bahagia kamu orang lain tidak merasai tapi kamu yang merasai tentang bahagia kamu,happy,"""Sama kayak bahagia. Mau gimanapun persepsi orang tentang bahagia, kalau bahagiamu memang beda dari persepsi orang2, itu tetap bahagia kamu. Orang lain gak ngerasain, tapi kamu yg ngerasain ttg bahagia kamu."""
dprri pemegang amanah rakyat tetapi selalu membalikan telapak tangan dewan yang membuat aturan dan dewan pula yang melanggar aturan segelintir dewan mencoreng amanah rakyat dengan melakukan korupsi bersalah dan selalu berkelit menutupi kesalahan dengan bersandiwara,anger,"""DPRRI pemegang amanah rakyat tetapi selalu membalikan telapak tangan, Dewan yg membuat aturan dan Dewan pula yg melanggar aturan, segelintir Dewan mencoreng amanah rakyat dgn melakukan korupsi, jls bersalah dan selalu berkelit menutupi kesalahan dgn bersandiwara"""
belajar jadi oposisi dimana partai ini kok nyinyir dan provokatif sekali ini tanda juga tidak mampu jadi oposisi yang baik url,anger,Belajar jadi oposisi dimana partai ini... kok nyinyir dan provokatif sekali. Ini tanda juga tidak mampu jadi oposisi yg baik. [URL]
berita via vallen dapat dari pemain sepak bola yang terkesan menggoda atau sexual harassment lihat komennya pada bilang berlebihan dan tidak harus di publish karena hal mirip begitu biasa saja dan parahnya yang nyinyir perempuan juga miris,sad,"""berita Via Vallen dapet DM dari pemain sepak bola yang terkesan """"menggoda"""" atau sexual harassment, liat komennya pada bilang lebay dan gak harus di publish karena hal kek gitu """"biasa aja"""" dan parahnya yang nyinyir perempuan juga :') miris"""
habis jengukin teman yang sakit parah terus terenyuh sama kata katanya saya tidak takut sama penyakit saya saya cuma takut ramadhan saya tidak dapat berkah iya allah mohon doa buat kesembuhan teman kantor saya adriana pramudya bin dasep url,sad,"""Abis jengukin temen yg sakit parah. Terus terenyuh sama kata2nya, """"saya ga takut sama penyakit saya, saya cuma takut ramadhan saya ga dapet berkah"""" Ya Allah  Mohon doa, buat kesembuhan temen kantor saya, Tb adriana Pramudya bin tb dasep. [URL]"""
username masalahnya banyak sekali sih yang tidak mau belajar dari sejarah padahal sejarah dunia iya begitu begitu saja muter muter disitu tapi saya lebih miris sama orang yang masih menganggap saudi dan us adalah dua kubu yang bersebrangan,sad,"""[USERNAME] Masalahnya banyak bgt sih yg gamau belajar dari sejarah. Padahal sejarah dunia ya gitu2 aja, muter2 disitu. Tapi gue lebih miris sama org yg masih menganggap Saudi dan US adalah dua kubu yg bersebrangan"""
lihat tementemen sudah pada kewong saja ngeri juga kalau saya memikirkan sampai kapan iya saya kewong dengernya itu loh masalahnya saya belum terpikirkan masih takut,fear,Liat temen-temen udah pada kewong aja . Ngeri juga kalau w mikirin sampe kapan ya w kewong dengernya itu loh . Masalahnya w belum kepikiran masih takut
iya nasib tahun eh tahun sudah tidak lebaran di rumah plus lebaran ini sepertinya begitupadahal bayangannya tahun ini lebaran dirumah nyatanya lebaran dikantor lagi,sad,Ya nasib 3 thn eh 4 thn sudah nggak lebaran di rumah plus lebaran ini sepertinya begitu....padahal bayangannya tahun ini lebaran dirumah nyatanya lebaran dikantor (lagi #nasib #alhamdulillah
sunda kelapa alhamdulillah habis tarawih di masjid agung sunda kelapa nikmat sekali rekaat tapi nikmat karena bacaan imamnya mantap ini masjid persembahan gubernur ali sadinin untuk masyarakat jakarta yuk coba tarawih di sini pak gub username dan pak wagub username url,happy,SUNDA KELAPA Alhamdulillah abis tarawih di Masjid Agung Sunda Kelapa. Nikmat sekali. 23 rekaat tapi nikmat karena bacaan imamnya mantap. Ini masjid persembahan Gubernur Ali Sadinin utk masyarakat Jakarta. Yuk coba tarawih di sini Pak Gub [USERNAME] dan Pak Wagub [USERNAME] [URL]
efek pintu tol slipi arah semanggi ditutup macet parah di sini pak polisi bukan mengatur bahkan menjaga jalur busway username username username url,anger,"""Efek pintu tol slipi arah semanggi ditutup, macet parah di sini. Pak polisi bukan ngatur malah jagain jalur busway [USERNAME] [USERNAME] [USERNAME] [URL]"""
username username setuju abang yang beginian bikin hidupnya tidak tenang saja yagk memikirkan yang lain kaya bagaimana mencari orderan ingin enak sendiri saja jadinya saya saja gedek benar yang bikin opik begituan,anger,"""[USERNAME] [USERNAME] Setuju bang yg beginian bikin hidupnya gk tenang aj ya,gk mikirin yg lain ky gmn nyari orderan pengen enak sendiri aj jadinya ,gw aj gedeg bener yg bikin opik begituan"""
para raja dan sultan yang tergabung dalam forum silaturrahmi kraton nusantara merasa bangga dan terharu mendapat undangan dari presiden username ke istana menurut mereka presiden benar benar memperhatikan budaya nusantara url,happy,Para raja dan sultan yang tergabung dalam Forum Silaturrahmi Kraton Nusantara merasa bangga dan terharu mendapat undangan dari Presiden [USERNAME] ke Istana. Menurut mereka Presiden benar2 memperhatikan budaya Nusantara [URL]
cewekcewek lain kalau bikin instastory suaranya pada cakap sekali alus begitu ye kan kalah manisnya gula mah lah saya mendengarkan suara sendiri saja mirip tikus kejepit annoying sekali suara ku,sad,cewek-cewek lain kalo bikin instastory suaranya pada cakep bgttt alus gitu ye kan. kalah manisnya gula mah. lah w dengerin suara sendiri aja kek tikus kejepit:( annoying bgt suara qu wkwkwk
username yess saya terlalu pemilih dan kriteriaku suka ketinggian begitu terlebih lagi saya bosenan takut saja begitu pas sudah nikah tahu tahu bosan,fear,"""[USERNAME] Yess aku terlalu pemilih dan kriteriaku suka ketinggian gitu, terlebih lagi aku bosenan, takut aja gitu pas udah nikah tau tau bosen :("""
buat saya apa yang dilakukan via valen simbol perlawanan yang perlu didukung apapun profesinya wanita tetap harus dihormati dan dihargai url,happy,"""Buat saya, apa yang dilakukan Via Valen simbol perlawanan yang perlu didukung, apapun profesinya wanita tetap harus dihormati dan dihargai [URL]"""
sebab mundur adalah sebuah penghianatan dibelakang pagar tribun kami terus bersuara untuk bangkitkan semangat pemain dilapangan ini suara kami,anger,"""SEBAB MUNDUR ADALAH SEBUAH PENGHIANATAN, DIBELAKANG PAGAR TRIBUN KAMI TERUS BERSUARA UNTUK BANGKITKAN SEMANGAT PEMAIN DILAPANGAN! INI SUARA KAMI."""
sebagai manusia yang punya phobia tempat sempit dan sesak lihat penyelamatan anak anak yang terjebak di dalam saya di thailand cuma bisa berdoa merinding ingin menangis bergidik lihat medannya,sad,"""Sebagai manusia yang punya phobia tempat sempit dan sesak, liat penyelamatan anak anak yang terjebak di dalam gua di Thailand, cm bs berdoa, merinding, pengen nangis :"""") bergidik liat medannya. #ThaiCaveRescue"""
username bapak presiden yang terhormatmohon bantuan jalan kami di kota pasuruandan kabupaten pasuruan rusak parah mohon bantuan bapak presiden untuk meninjau jalan kota pasuruan dan kabupaten pasuruan jawa timur rakyat tersiksa dengan jalan yang rusak,sad,[USERNAME] @ bapak presiden yang terhormat.mohon bantuan jalan kami di kota pasuruandan kabupaten pasuruan rusak parah. Mohon bantuan bapak presiden untuk meninjau jalan kota pasuruan dan kabupaten pasuruan jawa timur. Rakyat tersiksa dengan jalan yang rusak
kemarin habis sulam alis dan hari ini terlihat masih ketebalan mirip sincan karena hasil lukanya mengering biasanya peel off setelah hari nanti hasilnya mirip bulu alis alami semoga ye tidak siasia saya menahan sakit sama jauhjauh ke kelapa gading url,fear,"""Kemarin habis sulam alis 6D, dan hari ini terlihat masih ketebalan kaya sincan karna hasil lukanya mengering. Biasanya peel off setelah 7 hari ntar hasilnya kaya bulu alis alami. Semoga ye, gak sia-sia wa nahan sakit sama jauh-jauh ke kelapa gading... [URL]"""
punya akun facebook ig twitter apa yang boleh dipost dan apa yang tidak apa yang bisa diketahui umum apa yang tidak apa kami sempat update medsos kantor sdgkan medsos kami juga susah cari konten dyaar,sad,Kppn punya akun fb? Ig? Twitter? Apa yg boleh dipost kppn dan apa yg enggak? Apa yg bisa diketahui umum apa yg enggak? Apa kami sempet update medsos kantor sdgkan medsos kami jg susah cari konten. (dyaar)
selamat jalan adik kami semua yang hidup pasti akan meninggal dan kembali kepada allah inna lillahi saya inna ilahirojiun,sad,"""Selamat jalan adik kami, Semua yang hidup pasti akan meninggal, dan kembali kepada Allah inna lillahi wa inna ilahirojiun"""
anjiir via vallen dibegitukan sama ini orang dan dia casually cuma bilang are kamu angry memang hal mirip begitu sebiasa itu sih buat orang luar terutama asal negara negara eropa,anger,"""anjiir via vallen digituin sm nih org dan dia casually cm blg """"are u angry"""" hmm emang hal kaya gitu sebiasa itu sih buat orang luar terutama asal negara2 eropa"""
username intinya mah lakukan perubahan di dunia nyata saja apapun hasilnya daripada cuma sampaikan opini di socmed yang seringnya bahkan nimbulin profesional kontra tanpa merubah keadaan yang ada,sad,"""[USERNAME] intinya mah lakukan perubahan di dunia nyata aja apapun hasilnya, daripada cuma sampaikan opini di socmed yang seringnya malah nimbulin pro kontra tanpa merubah keadaan yg ada"""
jahat sekali mbaknyasemoga mbaknya tidak jadi korban sexual harrasment juga iya mbak biar tidak merasai bagaimana rasanya di lecehkan wah kesal bacanya ingin bilang tolol ke sih mbaknya url,anger,"""Jahat banget mbaknya,semoga mbaknya nggak jadi korban sexual harrasment juga yaa mbak biar ngga ngerasain gmana rasanya di lecehkan. Wah kesel bacanya pengen bilang tolol ke si mbaknya :( [URL]"""
satu lagi travel meler katanya anti asing tapi sok sok bicara pakai gaya asingmulut baulalu kok bikin apa pak kiyai url,anger,#ILCBPIP satu lagi travel meler katanya anti asing tp sok2 bicara pake gaya asing....mulut bau....lalu Ko bikin apa Pak Kiyai???? [URL]
menurut penelitian ku orang yang paling susah di menasihati adalah orang yang jatuh cinta sudah dibilangin masih saja mengomong dia tidak begitu tidak begini harus ekstra sabar,anger,"""Menurut penelitian ku 'orang yg paling susah di nasehatin adalah org yg JATUH CINTA uda dibilangin masih ajaaaa ngomong dia ga gitu, ga gini' harus ekstra sabar."""
terus tadi ada orang dari dinas ambil sampel air katanya keluar hasilnya minggu depan saya jadi agak takut kalau mengetahui fakta ada binatang apa yang hidup di air tersebut,fear,"""terus tadi ada orang dari dinas ngambil sampel air katanya keluar hasilnya minggu depan,,, aku jadi agak takut kalo mengetahui fakta ada binatang apa yg hidup di air tersebut,,,"""
bisa tidak sih situ sekali saja mikir sendiri kalau mau mengerjakan tugas tidak perlu soknanya lihat dong punyamu buat acuan saja saya mau mengerjakan ini nanti tapi bingung tolong iya karena situ sudah keseringan mirip begitu jadi ku pasti tahu dari awal itu hanya alibi,anger,"""Bisa gak sih situ sekali aja mikir sendiri kalo mau ngerjain tugas, gausah sok""""nanya (liat dong punyamu buat acuan aja, aku mau ngerjain nih nanti tapi bingung), tolong ya karena situ udah keseringan kayak gitu, jadi ku pasti tau dari awal itu cuman alibi """
setelah muncul nah sekarang lagi ramai ku merasa sangat uptudate dan bersyukur anti uninstall twitter twitter club,happy,Setelah #RecehkanTwitter muncul #OldMoneyGakNgerasain nah sekarang lagi rame #AksiBelaVia ku merasa sangat uptudate dan bersyukur. Anti uninstall twitter twitter club.
sebenarnya saya miris juga siapa orang yang mengakulturasikan gaya dan paham casual di kalangan supporter bandung seiiringnya waktu berjalan lalu timbul lah beberapa organisasi yang mengatasnamakan casual,sad,"""Sebenernya sy miris jg, siapa org yg mengakulturasikan gaya dan faham casual di kalangan supporter Bandung, seiiringnya waktu berjalan, lalu timbul lah beberapa organisasi yg mengatasnamakan Casual."""
demi apapun baru saja ngalamin kejadian ini pas saya balik ujian siang siang lagi macet tiba tiba ada orang gila ini teriak teriak disamping saya jelas sekali omongannya mirip cerita dibawah ini spot jantung saya takut sekali sumpah,fear,"""demi apapun baru aja ngalamin kejadian ini, pas gue balik ujian. siang2, lagi macet, tiba2 ada org gila ini teriak2 disamping gue jelas bgt omongannya kaya cerita dibawah ini. spot jantung gue, takut bgt sumpah"""
username halo min kuota saya masih tapi kok tidak bisa dipakai katanya kuota saya sudah habis ini bagaimana iya mohon bantuannya url,anger,[USERNAME] hallo min kuota saya masih 9GB tp kok gak bisa dipakai? Katanya kuota saya udah habis. Ini gmn ya? Mohon bantuannya [URL]
obrolan dengan dospem di grup saya menjelang besok sidang dos fir latar belakangmu masih kurang kuat dos menurut saya latar belakang sudah cukup hanya kurang kuat di tujuan penulisan saya baik sensei saya revisi habis itu revisi bab,sad,"""[Obrolan dengan dospem 1 & 2 di grup WA menjelang besok sidang] Dos 1: Fir, latar belakangmu masih kurang kuat~_~ Dos 2: Menurut saya, latar belakang sudah cukup, hanya kurang kuat di 'Tujuan penulisan' Saya: Baik sensei saya revisi *habis itu revisi bab 1*"""
username username sabar terus hehehee tidak mereka tidak tahu kalau mereka tahu saya sudah diceramahin panjang lebar nanti disangka saya tidak sayang allah lah dan lain,sad,"""[USERNAME] [USERNAME] Sabar terus hehehee, engga mereka gatau kalau mereka tau aku udah diceramahin panjang lebar nanti disangka aku gak sayang Allah lah, dll:("""
tuhkan apple tuh kalau kasih update tidak tanggung tanggung yang paling jaman dulu pun masih diberi update tidak mirip android yang setelah setahun dua tahun sudah ditinggalin url,happy,"""Tuhkan, apple tuh kalo kasih update ga tanggung - tanggung, hp yang paling jadul pun masih diberi update, ngga kaya android yang setelah setahun dua tahun udah ditinggalin :') [URL]"""
tidak mengerti lagi sama ciwiciwi yang nyinyir via vallen ini dia itu korban sexual harassment loh sesusah itukah untuk saling support satu sama lain gurlzz,anger,"""Nggak ngerti lagi sama ciwi-ciwi yang nyinyirin Via Vallen ini,. Dia itu korban sexual harassment loh. Sesusah itukah untuk saling support satu sama lain gurlzz?"""
baru sehari masih ada beberapa hari ke depan yang lebih padat tapi sangat menyenangkan wish me luck and healthy saja deh buat seminggu ke depan fingers crossed,happy,"""Baru sehari, masih ada beberapa hari ke depan yg lebih padat tapi sangat menyenangkan. Wish me luck and healthy aja deh buat seminggu ke depan *fingers crossed*"""
username dia suka mengopi tapi tidak bersamamu dia suka jalanjalan tapi bukan jalan denganmu dia suka apa saja yang juga kamu suka tapi dia tidak menyukaimu,sad,"""RT [USERNAME] Dia suka mengopi, tapi tidak bersamamu. Dia suka jalan-jalan, tapi bukan jalan denganmu. Dia suka apa saja yang juga kau suka, tapi dia tidak menyukaimu.."""
username peng saya stalk akun twitternya juned dan memori sama benar benar mirip otomatically replay ini brain kangen kalian kangen username dan isinya kangen tertawa ketiwi di kantin terus nongkrong di rumah delima atau ke rumah masing masing anggota buat ibu,sad,"""[USERNAME] peng aku stalk akun twitternya juned dan memori SMA benar2 kyk otomatically re-play in my brain.... kangen kalian kangen [USERNAME] dan isinya, kangen ketawa ketiwi di kantin trs nongkrong di hums delima atau ke hums msg2 anggota buat mak"""
sini berobat sama saya ini mengantri dokter saja sudah mirip mau mengantri sembilan bahan pokok panjang benar,anger,sini berobat sama saya ini ngantri dokter saja sudah kek mau ngantri sembako panjang bener~
jadi wanita jangan suka menghancurkan hubungan orang jangan bangga berhasil merusak kebahagian orang silakan saja tapi tidak berkah bahagianya nanti he,anger,"""Jadi wanita jangan suka menghancurkan hubungan orang. Jgn bangga berhasil merusak kebahagian orang. Silahkan saja, tapi ga berkah bahagianya nanti hehe."""
liv jangan lupa mengingatkan saya iya kalau saya keluh terus liv jangan lupa mengingatkan saya iya kalau positive vibe saya di dunia nyata sudah mulai jarang apalagi iya,fear,"""'Liv, jgn lupa ingetin gue ya kalo gue ngeluh mulu.' 'Liv, jgn lupa ingetin gue ya kalo positive vibe gue di dunia nyata dah mulai jarang' Apalagi ya"""
bukan maksud membela dirisemua punya kesalahan mungkin soal kerjaanpertemanan dan lain tapi disaat pembelaan yang saya melakukan itu nyata adanya kenapa sudahlah,sad,"""bukan maksud membela diri,semua punya kesalahan. mungkin soal kerjaan,pertemanan dll. tp disaat pembelaan yg saya lakuin itu nyata adanya kenapa...... sudahlah!"""
lagi mengoceh soal artis yang di follow maskuya mengoceh sedikit teman kerja saya komentar tertawa kasihan iya kamu beli tiket mahal cuma salaman tidak di follow back i was like malas mengobrol sama orang goblok memang,anger,"""Lagi ngoceh soal artis xx yg di follow masku..ya ngoceh dikit Temen kerja gue komentar """"haha kasian ya lu beli tiket mahal cuma salaman kaga di folbek"""" I was like """"-_________-"""" Pfftt Males ngobrol ama orang gblk emang"""
saking asiknya test organo tidak sadar pabrik sudah sepi dan kekunci di dalam untung saja masih ada sinyal buat ngabarin orang kantor sudah begitu saja,happy,saking asiknya test organo gak sadar pabrik udah sepi dan kekunci di dalem untung aja masih ada sinyal buat ngabarin orang kantor~ udah gitu aja.
beberapa orang tetap bisa menikmati hidup walaupun belum di pertemukan dengan pasangan karena ia memiliki sahabat dan banyak teman dari orang orang terdekatnya ia tidak pernah merasa kekurangan kasih sayang,happy,"""Beberapa orang tetap bisa menikmati hidup walaupun belum di pertemukan dengan pasangan karna ia memiliki sahabat dan banyak teman .. Dari orang2 terdekatnya, ia tak pernah merasa kekurangan kasih sayang"""
ih wowo saya pemaf kok tapi maaf saya pendendam tidakush meminta akun kalau bwat di delcon picik otak kamu,anger,ih wowo saya pemaf kok tapi maaf saya pendendam tidak-ush minta akun kalau bwat di delcon picik otak lo!
sore kak rica sudah makan kan di semangat terus iya kak,happy,sore kak rica ^_^ sudah makan kan :d semangat terus ya kak :)
diucapin bahagia birthday sama bapak heran heran saya kan sudah lewat bulan lalu ternyata berdasarkan kalender hijriyah tepat hari ini ramadhan saya lahir oke i accept that,happy,"""Diucapin Happy Birthday sama bapak, heran2 gua kan udah lewat 3 bulan lalu. Ternyata berdasarkan kalender Hijriyah, tepat hari ini, 20 Ramadhan 1414 H gua lahir. Ok, i accept that"""
kamu apa kabar sayang,sad,kamu apa kabar sayang
keren kirakira masih ada tidak yang bilang pak username antiislam triliun hektar jadi kampus rujukan islam dunia sekelas alazhar belum lagi proyek pondok pesantren madrasah masjid dan fasilitas ummat lain kalau ada yang masih bilang beliau an,happy,"""Keren!! Kira-kira masih ada nggak yg bilang Pak [USERNAME] anti-islam? 3,5 triliun, 142 hektar, jadi kampus rujukan Islam dunia sekelas Al-Azhar. Belum lagi proyek Ponpes, madrasah, Masjid dan fasilitas ummat lain. Kl ada yg masih bilang Beliau an"""
akhir akhir ini merasa sendiri terus iya sih tidak ada yang bisa diharapin masing masing punya kehidupan dan kesibukannya masing masing sekedar untuk cerita saja susah sahabat memang susah nyarinya jadi bersyukurlah yang punya sahabat dikalan bahagia dan susah namun mereka selalu ada disisi kita,sad,"""Akhir2 ini merasa sendiri terus. Iya sih, gaada yg bisa diharapin. Masing2 punya kehidupan dan kesibukannya masing2. Sekedar utk cerita aja susah. Sahabat memang susah nyarinya. Jadi bersyukurlah yang punya sahabat dikalan happy dan susah namun mereka selalu ada disisi kita"""
kadang secapek itu juga buat menahan hati buat tidak blaming diri sendiri dan mengatai diri ini super bodoh dan mental tempetahurisol berasa gorengan yang ampasampas begitu tapi tidak boleh karena gimanapun juga diri ini sudah bekerja keras berusaha,sad,"""Kadang secapek itu juga buat nahan hati buat gak blaming diri sendiri dan ngatain diri ini super bodoh dan mental tempe,tahu,risol berasa gorengan yg ampas-ampas gitu. Tapi gak boleh karena gimanapun juga diri ini udah bekerja keras berusaha"""
saya tidak membenco hujan sore itu saya hanya kecewa dia pergi saat mentari mulai bersinar lenyap seperti kisahku dan kamu,sad,"""Aku tidak membenco hujan sore itu, Aku hanya kecewa dia pergi saat mentari mulai bersinar. Lenyap. Seperti kisahku dan kamu~ #masihtentangJuni #ceritaKaa"""
kami pemudai indonesia bangga bahwa indonesia mempunyai pemimpin pemimpin hebat tidak sekedar kata tapi terlalu banyak tindakan doa kami rakyat indonesia semoga selalu jujur an bijaksana username username username username username username username,happy,"""kami pemuda/i Indonesia BANGGA, Bahwa Indonesia mempunyai pemimpin2 hebat TAK SEKEDAR KATA TAPI TERLALU BANYAK TINDAKAN. Doa kami rakyat Indonesia semoga selalu jujur n bijaksana [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME]"""
dulu dia menampak seperti seorang lelaki yang lurus innocent baik tapi saya sudah tertipu habis sebab sudah buta dengan perasaan cinta dan sayang dekat dia,sad,"""Dulu, dia nampak seperti seorang lelaki yang lurus, innocent, baik, tapi aku dah tertipu habis sebab dah buta dengan perasaan cinta dan sayang dekat dia :("""
thailand boleh juga tuh kebetulan saya suka wisata kuliner sih tapi ngeri disana banyak yang tidak halal nanti bahkan tidak makan apa apa,fear,"""Hmm Thailand boleh juga tuh. Kebetulan saya suka wisata kuliner sih, tapi ngeri disana banyak yg gak halal, nanti malah gak makan apa2."""
username username begitu amat mukanya ahahaha kemarin kalau taehyung kan cuma oh kita menang lagi ini jimin anjing hahahaha menyebalkan sekali mukanya,happy,[USERNAME] [USERNAME] gitu amat mukanya ahahaha kmrn kalo taehyung kan cuma 'oh kite menang lagi' ini jimin anjir hahahaha tengil bgt mukanya
saya bersyukur segala hal untuk pertama kali kulalui dgnnya akupun bersyukur atas semua hal yang membuat senyum diwajahnya saya ada bersamanya tidak peduli saat marah datang kami tidak lama jika berjauhan mungkin karena saya yang terlalu sering mengerjar dan ibumu terlampau kasihan pdku,happy,Aku bersyukur segala hal untuk pertama kali kulalui dgnnya. Akupun bersyukur atas semua hal yg membuat senyum diwajahnya aku ada bersamanya. Tak peduli saat marah dtng kami tak lama jika berjauhan. Mungkin krn aku yg terlalu sering mengerjar dan ibumu terlampau kasihan pdku.
yang berat itu bukan rindu dilan tapi mengerjakan skripsi dengan berbagai pengalaman psikologi yang kurang baik katanya ada yang bilang tema dan judul yang saya ambil sangat cocok dengan pengalaman pribadi saya bisa dikatakan iya juga bisa tidak sih,sad,"""Yang berat itu bukan rindu, dilan. Tapi ngerjain skripsi dengan berbagai pengalaman psikologi yang kurang baik. Katanya ada yang bilang tema dan judul yang saya ambil, sangat cocok dengan pengalaman pribadi saya. Bisa dikatakan iya juga bisa tidak sih."""
ini kakinya diapakan sih harusnya iya ampun sakit sekali nyeri orang rumah sudah pada jengah kali iya saya aduhaduh terus gara gara serangan mendadak di kaki,sad,"""ini kakinya diapain sih harusnya ya ampun sakit banget nyeri. orang rumah udah pada jengah kali ya, aku aduh-aduh mulu gara2 serangan mendadak di kaki"""
niat hati mau regis sim card sudah selesai memasuki nomor nik eh bahkan ada nomor kakak mana saya tahu lah goblok memang kakak saya yang memegang memang saya yang menyimpan kenapa juga harus kakak,anger,"""Niat hati mau regis sim card, udah selesai masukin nomor NIK ,eh malah ada nomor KK. Mana gw tau lah gblk... emang KK gw yang megang, emang gw yang nyimpen. Kenapa juga harus kk?"""
jika datangmu sudah tidak menggenapi pergimu pun tidak mengganjilkan untuk apa kamu dilahirkan sebaikbaik manusia adalah yang berguna bagi sesamanya,sad,"""Jika datangmu sudah tidak menggenapi, pergimu pun tidak mengganjilkan, untuk apa kamu dilahirkan? Sebaik-baik manusia adalah yang berguna bagi sesamanya."""
bicara asal ngejiplak saja sok tahu sangat sih at sos wisma slipi lantai,anger,bicara asal ngejiplak saja sok tahu sangat sih  (at sos wisma slipi lt 7)
bagaimana iya jalur yang dilewati juga jalur lewat truck juga saya mikir begini sayang tidak sih sama nyawa dan beberapa umpatan lainnya dan jalan itu kurang penerangan dan banyak sekali yang melawan arus jalan,fear,"""Bagaimana ya. Jalur yang dilewati juga jalur lewat truck juga. Aku mikir gini """"sayang gak sih sama nyawa?"""" Dan beberapa umpatan lainnya. Dan jalan itu kurang penerangan dan banyak sekali yang ngelawan arus jalan."""
ingin rasanya pacu fisik lagi biar tetap terjaga tapi puasa begini bikin labil persiapan puncak mandala dan diksar wanadri semakin menjauh tampaknya ayodong semangat,happy,"""Pengen rasanya pacu fisik lagi, biar tetep terjaga tapi puasa gini bikin labil, persiapan puncak mandala dan diksar wanadri semakin menjauh tampaknya, ayodong semangat!"""
