tweet,label,label_id
turut berdukacita kak semangat big hug for lu,happy,4
happy birthday moa dan taehyun semoga panjang umur sehat selalu bahagia selalu,happy,4
morning moots semangat besok kembali nganggur,happy,4
pernah ngomel karena dibeginikan terus bang ojolnya malah menyolot bilang kalau ikutan macet jalan normal saya yang rugi neng bensinnya jauh mbak muter baliknya rugi saya wth,anger,0
takut sama sembi,fear,1
ku takut nanti di banding2ngin antara satu dengan yang lain cz ku tau bagaimana sifat masing-masing orang di sana kalau sampai itu terjadi jangan salahkan ku kalau tak bawa pergi,fear,1
terkadang apa yang kau dapati dan miliki saat ini ada orang lain yang menginginkanya juga apapun itu karena enggak semua beban bisa di tanggung oleh seorang gantleman dialog dini hari,sad,2
baru bentar ramadhan grafik global kuwalik,neutral,3
senang saja rasanya digodain anak sambil ngebayangin dia qasidahan dengan syair yang dia tweet kayak iklan yang lagi viral itu hahaha url,happy,4
gemas kalau lihat kamu malu malu mau saya kekepin seharian,happy,4
ya allah sedih turut sedih juga soalnya dia teman monday,sad,2
akwjajshwhw gue baru bilang emak eren eh baru beliau di istri pertama,neutral,3
enggak disangka tersinggung aku langsung di wa hello tapi enggak komen di status dengan keadaan dia sudah lihat status ku yaampun girang dong karena sebenarnya aku selalu caper kalo bikin status di wa dengan harapan di komen puji tuhan kali ini peka,happy,4
bingung masih bisa menyalahkan perempuannya mau dia bule kayak mau dia apa kayak kalau attitudenya baik enggak akan begitu mana enggak kenal pula perempuan menyalahkan perempuan lelaki brengsek hanya tertawa lalu mengulanginya kembali orang-orang yang menyalahkan via vallen ini fix yang brengseknya,anger,0
dul era jokowi jauh lebih baik dari pada rezim surabaya 10 tahu menteri korup semua enggak percaya adakan pembuktian terbalik surabaya juga korupsi,anger,0
di ekon ekon berpolowers,neutral,3
kenapa sih rhia kok temenya cowok semua biar apa biar enggak di tikung biar enggak di omongkan di belakang biar ada yang menjaga biar enggak di nyinyir biar ada yang antar jemput kalau lagi mau main hahaha,happy,4
ada badutan enggak semalem chingu butuh badutan 2 ayang biar semangat menjalani hari,happy,4
terkadang rasa kecewa yang mendalam itu disebabkan oleh harapan kita yang terlalu tinggi terhadap sesuatu,sad,2
ini kayak gue kapan hari itu seharian mantengin asian food channel ngliatin makan sodap2 eh sendirinya makan indomie sama ngemil krupuk gegara malas keluar kos,sad,2
happy birthday minju noona semoga makin sukses dan makin bahagia ya gbu,happy,4
ujan2 mcam ini enak ngezoo ah,happy,4
makin gede makin gampang filter teman kalo yang tiap diajak jalan selalu ribet bertanya ini itu tapi akhirnya dia yang enggak ikut dengan berbagai alasan ya enggak usah diajak lagi,anger,0
kurasa kita akan secara menonton video sorotannya jam 5 sore ini adalah harinya ini hari dengan 2 konten sekaligus,neutral,3
yay menonton sendiri lebih enak,happy,4
username kamu mending seperti username saja kampanye nya 4 masalah saja intoleran anti kebhinekaan ormas radikal dan saya pancasila wes ojok kakean macam macam sebab tambah kelihatan goblok mu bro url,anger,0
kemarin mencoba wedang ronde jago salatiga memang beda dengan wedang ronde biasa selain isian bolaa rondenya yang padat ada semacam manisan jahe di dalamnya renyah dan tentu saja nampah pedas jahe perlahana mantap,happy,4
fahri aktivis 0 nol isinya mana reformasi mu enggak merubah apapun kecuali koar koar bebas di negeriku mustinya golkar lo bubarin harto diturunkan golkar melenggang jaya kata amien raisa bodoh,anger,0
lah adek gue sudah lulus kuliah juga masih gue panggil adek adek adek saja lu ya pagi pagi bikin emosi nih maaf,anger,0
sambil duduk di dekat jendela dengan pemandangan pasar yang ramai di depan dan suasana sejuk dengan suhu 23c menambah kenikmatan pagi ini di kampung halaman alhamdulillah url,happy,4
brengski gue benci banget sama matek,anger,0
sini berobat sama saya ini mengantri dokter saja sudah kayak mau mengantri sembako panjang benar,anger,0
sih tunggal apa-apa keinginannya diturutin dan terpenuhi kalo enggak diturutin dan terpenuhi auto dan nggondok,neutral,3
ajuin saja kenapa takut untuk mencoba ragu mundur saja,anger,0
dulu suka banget ke pasar apalagi dijajanin dawet cenil pecel jamu dan banyak lagi jajanan pasar kangen banget kangeeeenn sekarang sudah enggak punya mbah putri swargi langgeng mbah,sad,2
anda memang bodoh,anger,0
beda sama gue yang ada tugas dikit ngeluh malas malesan kuliah ujan dikit enggak masuk kalau lihat mereka bawaannya pengin menangis bisa ya mereka tinggal di lingkungan yang maaf kumuh bisa sekolah saja sudah senang banget,sad,2
ada yang bisa hack ig enggak tolongin banget hati gua sudah enggak enak dari seminggu yang lalu,fear,1
wozniacki out daria kasatkina ini loh mainnya gendeng super kencang nampar2 hebattt goodluck url,happy,4
aku sangat bodoh saat aku tahu aku jatuh cinta denganmu dan terluka karena aku tahu bahwa itu akan sia sia saja,sad,2
wts acc rp y13 f1k v email email vall 1k go green mt jarang ke 72h sus di upfoll 65k t wts tawarin need murce ijo,neutral,3
gue mau cerita kalo dia ini bisa akrab juga sama susin yang cuma 2 bulanan saja kerja kayaknya itu sudah akrab banget kayak teman sekolah saja dan saat itu gue tahu bagaimana kpribadian susin sbnernya sih di ini kalo gue perhtiin ngeri juga ya kalo diajak mengobrol,fear,1
moots bagaimana kalian,neutral,3
mesti cara muram durja birthday dia harini,sad,2
tetap semangat walau punkada rencana kita tidak sepenuhnya berjalan lancar tapi tetap yakin tuhan selalu bersama kita dalam setia langkah kita menuju keberhasilan url,happy,4
tapi percayalah bismilah bisa,neutral,3
iya barusan aku cek ternyata kakinya ada yang ngiket pakai karet tapi kira-kira biaya ke dokter berapa ya takut mahal misqueen aku nothing money,fear,1
jangan sedih itu keren karena kemarin juga ada diksh temenku sekotak crosang hahaha kan biar keceeh,happy,4
takut enggak lulus kpi kah,fear,1
sekarang sliwar sliwer di wag mas teman sodara enggak berkabar ealaah ngene lho isih belum,neutral,3
semangat mbull,happy,4
work hari ini last day aku resign sedih banget pisah sama teman tapi satu sisi bebas dari bos toxic nekat sebenarnya resign duluan belum dapat pengganti tapi sudah enggak kuat sama bos toxic,sad,2
jika masa lalumu masih tertanam diingatanmu dan kamu terus menurus mengingatnya lalu untuk apa aku disampingmu apa aku hanya untuk tempat bersandarmu sementara,sad,2
gue bingung dong ini sebenarnya gue enggak cocok atau cara memakai gue salah mau lanjut memakai takut muka gue menambah enggak karuan nanti mau berhenti sayang bok masih banyak banget,fear,1
sorry tapi sayang enggak dulu deh opini nya kak gamasuk di akal dan hati nurani soalnya ya kalo sekali dua kali mah enggak apa-apa kalo tiap pagi hmm mending aku rusak hubungan daripada terus trusan menahan emosi jiwa nglawan rekanan enggak tau diri,anger,0
buset ke inimah berapa jam perjalanan pulang om,neutral,3
ending sebuah orang ujung2nya,neutral,3
walaupun gue kalo kelewat tapi sekarang gue enggak negatif orang sopan lah,neutral,3
min mending pc nya dibanyakin deh supaya kejadian yang merugikan enggak terjadi lagi kontrak dengan dreamies nya setahun kan nah membanyaki pc nct dream nya selama setahun ini supaya kita2 kebagian semua sedih sih enggak dpt2 photocardnya,sad,2
morning bang disini lagi sedih bang lihat anakku menangis terus karena kucing kesayanganya ketabrak mobil,sad,2
ngehunter bosan juga perasaan dulu sekarang ngehunter tuh dulu nenggebu 45 ngert tapi sekarang enggak enggak semangat2 nya,neutral,3
cab olahraga baru di username pencak silat akan jadi salah 1 cabang andalan utama kita untuk meraup beberapa medali selalu happy olahraga beladiri beberapa tahun belakangan mulai belajar silat dikit2 sebelumnya sejak usia 5 tahun tekuni karate taekwondo,happy,4
kaget kan lo,fear,1
username cuma mau nunjukkin ini kak kalo linimasa aku yang begini kamu samain sama mereka yang tergugah isu isu busuk politik dah aku bisa bilang apa lagi url,anger,0
jadi semacam motivasi begitu pengin mengawasi pemilu benar-benar dengan jadi pengawas tps mengawal suara jangan sampai ada kecurangan apalagi pilkada di tmarahang ini rawan banget secara ya calon tunggal begitu,fear,1
benar juga sih di tempat gue ada 3 gereja belum pernah gue lihat mengadakan imunisasi untuk anak anak mereka dan di kelenteng pun juga sama kagak ada juga ngeri banget depopulasi url,fear,1
terima kasih banyak kak derza amin amin terima kasih atas semua ucapan dan doa baiknya semoga semua doa baiknya berbalik ke kamu ya terima kasih sudah menyempatkan mengucapkan selamat ulang tahun ke aku hehe terima kasih juga atas hadiah kue dan bunganya aku suka banget,happy,4
electro batman memang bangsat sih,anger,0
aw malu,fear,1
amin semoga hari ada yang nyantol ya semangat,happy,4
username username username username waduh mencari panggungmu terlalu jauh bung junjunganmu saja tidak ada yang langsung kayak anda eh btw anda punya junjungan siapa ya,anger,0
wehh banget sedih banget anjing gue campur kesel gegara muka lo kayak orang bego,anger,0
seumur hidup untuk pertama kalinya menyampaikan keluhan pada call center mendapatkan respon hanya dengan kata kata berdoa saja pak terima kasih banyak username,anger,0
alhamdulillah wa syukurillah puji syukur ke hadirat allah swt atas limpahan rahmat dan hidayah nya kita masih diberikan waktu dan kesempatan untuk berbagi bersama teman-teman yatim piatu di bulan ramadhan dalam acara yang berlangsung pada hari minggu kemarin url,happy,4
ini pada bege apa enggak paham sih dikasih peluang kok malah di bagi-bagi ya persentasenya buat lu berkurang lah intinya begini saja sih lu dapat informasi karena lu rajin dan ini hak lu yang enggak rajin biarkan saja dia enggak ada usaha mau cari tau,anger,0
tolol bersama,anger,0
indonesia baik baik saja kok brisik amat ya di kampung2 orang-orang yang kalian jual susah miskin dan sejenisnya nyatanya biasa saja masih pada merokok tak berubah tagarmu makan sendiri ya hahahaaha,anger,0
sumpah shara bangsat anjeng bajingan,anger,0
adek kosan pinjem tupperware gue yang sebenarnya akan gue bawa pulang kamis ini sama dese diisi rendang terus dimasuki freezer she just sent me tapi hell,anger,0
semangat cii,happy,4
suka banget sama dialog ini simple tapi ngena buat gue pribadi harus diabadikan ckrek,happy,4
untuk cegah radikalisme mohon deskripsikan dulu batasan radikalisme kalau batasannya berupa kriminalisasi ajaran islam itu namanya radikalisme sekuler url,anger,0
nah kalo ini bukan pick me girl lagi lebih ke tolol banget anjing girl,anger,0
username username username lah itu bang haji yang saya heran kok semuanya di tumpahkan salahnya ke pak president penyakitnya apa segitu akutnya ya,anger,0
selamatkan bangsa kumpulan berantas tppu pt bang,neutral,3
sedih banget ya jadi wanita,sad,2
ustad hanan attaki juga googling juga bible kalo dikata enggak enggak anggap pertanyaan pikiran ini,neutral,3
kok pada berani ya sama stranger apa enggak takut h word tetap safe sex ya nder,fear,1
gatauu lagi sedih kalo lihat foto-foto cowok ganteng,sad,2
iya ini mah enggak apa-apa kak menunda dulu karena ada alasan tertentu stdkny kdpn juga bakal pengin punya beda cerita kalo yang benaran menolak rezeki alias kehadiran anak itu yang jadi topik diskusi sedih sih tapi ya itu hak mereka secara agama jelas tidak diperbolehkan,sad,2
baru bangun kena marah tiba tiba but we should keep kiyowo,anger,0
gapaham tiap ditempat umum terus sendirian kayak takut saja tiap ada cowok cowok yang dekati padahal cuma bertanya basa basi atau menyapa atau bilang assalamualaikum aing degdegan setengah mati ya allah,fear,1
ini yang namanya ide keberpihakan ala username username melalui program unggulan okeh ngoce melibatkan banyak warga untuk mengisi tong sampah biar sampah jakarta berasa sampah jerman,anger,0
gue kalo pms sakit bel tapi enggak mau minum obat takut ketergantungan sedih sudah mencoba dikompres pakai air anget enggak tadii,fear,1
the best of dongeng sebelum tidur terima kasih teh me purple you gbu terima kasih deh bikin kobam n bawa perasaan malem2 terima kasih sudah bikin aku cinta lagi sama couple ini disaat aku deh mau move on terima kasih dah bikin keinginan punya pacarku muncul lagi terima kasih mau allah always bless you amin username url,happy,4
gila g1 saja begini rakan dkk diborong mungkin kalo masuk 5 momon zeratu pun ngikut kali triple si pula aaaaak droolin url,happy,4
ya allah tuhan ku saya tidak kuat baca komentar tentang via vallen di akun doi sama gosip2 ig rasanya mau menangis saja rasanya lihat akun2 cowok pada enteng banget nganggep masalahnya yang cewek bisa setega itu julidnya,sad,2
warga pak jalan di daerah kami rusak parah tolong diperbaiki pemerintah sudah ada yang kecelakaan belum gara gara jalannya rusak warga belum ada pemerintah kalau begitu tunggu saja dulu sampai ada yang kecelakaan,anger,0
bagus untuk menampol sisi patriaki warga sokor yang sangat super duper kuat paling suka adegan mereka makan malam bareng kantor terus sih ketuanya yang mana cowok bisa seenak jidat makan dimeja karyawan cewek jiwoo terus berantakan banget lagi makannya sumpah itu adegan,anger,0
semangat om,happy,4
seram karena tentang sikopet begitu nder aku menonton itu lebih eneg sama takut gegara mainnya bunuh2an tapi tetap menonton sampai habis karena penasaran,fear,1
gapapa reyon lah lary ke dapur,neutral,3
percuma balik jakarta bilang juga tidak ada yang mengajak main pas di jogja saja banyak yang ajak main pas saya disini mana bacot kamu doang,anger,0
ayo emosi jangan sabar,anger,0
ngeri banget gelombang dengan ketinggian hingga mencapai 7 meter menghantam wilayah pesisir pantai selatan pulau jawa,fear,1
potong pepaya leci blueberry bikin overnight oatmeal dan madu seketika saya merasa sehat padahal dimakan saja belum semua hanya fatamorganaaaaaaa,happy,4
pagi2 sudah dibikin jengkel heran,anger,0
namanya plot hilangnya maksa entah mereka mau akhiri dengan seolah2 ketemu saja atau dibuat hilang tbw sampai yang punya raga balik cuma kemarin saja ku menonton sudah kesel bawaannya enggak suka banget sama plot hilang ini,anger,0
buat kamu fan emyu tetap sedih dan jangan semangat ya aing sering kok ngalamin kayak begini di football manager wkwk,sad,2
username ya allah apa-apa kok yang disalahin pres username kayak presiden kurang pekerjaan ya gaes urus sebuah foto hadweehhh tapi apa penting tapi foto itu bukan jimat tapi,anger,0
benar sekali terutama menyebrang di jalan margonda dari kelapa dua pertigaan juanda mungkin hanya ada 3 5 zebra cross motor mobil semuanya ngebut sehingga jadi takut kalau nyebrang sekalinya nyebrang malah jadi khawatir kendaraan ngerem mendadak,fear,1
banget sepi dan seram,fear,1
bung username ini saya aku i jago sebagai komentator dan analis bal balan salah satu yang terbaik di sini tapi nalar dan logikanya soal harrasment ke via vallen dangkal picik dan memalukan betul,anger,0
mana struknya sudah dibuang lagi bego banget gueh,sad,2
cukup macam nih pun tak rasa nk marah ke kecil hati ke hmm,anger,0
gue yeen semoga dan bantink stir yeen pobic teman kamu,neutral,3
tiati bego benaran,anger,0
negara juga enggak bodoh enggak sok an nama kebebasan tujuannya bikin propaganda framing,neutral,3
jarina hasebe hobi ngomel dan marah marah,anger,0
hahah bangsat,anger,0
malu malu takut salah langkah,fear,1
weh takut limit,fear,1
enggak sih kak tapi baru sampai rumah jam 8 pagi kyinya fix ngantuk banget enggak kuat melek tadi mengira 10 malam begitu wkwk mino kamu benci aku ya,fear,1
apapun asal enggak makan harapan palsu dan ketidakpastian makji btw disini ujan deres makan seger2 asyik kayaknya,happy,4
gue takut deh jeongwoo merah,fear,1
lagi stuck nih enggak tau sampai kapan nih ceritaku takut enggak bisa ngelanjutin ada yang pernah diposisi ini enggak guys dan apa yang kalian melakukan biar survive lagi,fear,1
kak wkwkkw aku juga bingung takut akun sopi di report atau gmn2 huhu,fear,1
masih belum move on dari poto poto ini ceritanya lagi mencoba face filter hengpong syanggih punya diajeng astri eka pertiwi enggak ada orangnya enggak usah dicari,happy,4
amin semoga lancar nder semangat,happy,4
dopinge jo lali massee semangat mugo lancar berkah,happy,4
deg degan enggak itu ditanya habis menonton apa karena panik gue jawab habis menonton coboy junior addaffafsf,fear,1
kalo yang hockey summer masih bisa dilihat lah ini kayak pas oper oper pucknya tuh bisa ngepas begitu mana kan mereka lari sana sini lihatnya takut pada kepleset,fear,1
username username yang di bahas itu penting tidak bpip ada lah kok malah nyasar2 ke hti ya jangan-jangan bpip ada buat bubarin ormas yang enggak sejalan ame rombongan nye kali ya yang lebih faham coba jelasin,anger,0
ini sih tapi 1 line au kamu paling memorable structure spesifiknya bagaimana tapi seinget tapi enggak tell me anytime amd i ll still listen,neutral,3
belum menonton saja deh sedih sedih enggak bisa baca judulnya kampret,sad,2
namanya fani orang paling enggak cara orang kalo kok menasihati enggak bakal di bakal selalu dipercaya enggak bakal di sapa kalo terobsesi dikejar dan terakhir boring,neutral,3
yang ngehoax itu kalian dan media kok menyalahkan ridwan kamil lawak banget yang jadi permasalahan itu patung garuda yang 2t bukan keseluruhan istana negara baca baca makanya biar enggak termakan hoax terus sama saja kayak kaum sebelah kalian suka hoax idiot amat jadi manusia,anger,0
sudah ikhlas kok tapi masih sedih saja kalau di ingat ingat lagi,sad,2
jam 9 malam sebioskop cuma berdua doang pas lampu lampu mulai dimatiin eee ujuk ujuk teaser coming soon nya film horor ketika iblis menjemput laaahhh ya jadi deg deg serrr,fear,1
berasa lagi baca fanfict soal chaebol heolll ini di indonesia benaran ada loh orang yang hidupnya kayak kita menonton cerita di drama korea simak di mari username url,happy,4
tapi jus oreo enggak bakalan kalo enggak pakai filling,neutral,3
cewek itu enggak mau ngecewain cowoknya karena dia tau kalo dikecewain orang yang disayang itu rasanya enggak enak dan sakit banget,sad,2
enggak tau kenapa tadi menangis cuma gara-gara solat maghrib nya telat hampir mau isya baru solat gara-gara partner kerja yang istirahat duluan lama banget istirahatt nya yaampun sedih banget hati,sad,2
pemimpin mendidik rt jadi tukang minta2x alias ngemis ya pak kalau meminta ke warganya sendiri enggak apa2x karena warga memang punya tukang sampah begitu lho apa kewajiban uang dikumpulkan warga untuk bayar thr petugas keamanan,anger,0
hlt guys aku punya kebiasaan ngopi enggak tiap hari sih cuma kadang nah pagi ini habis ngopi tb2 bagian atas selangkangan sebelah kanan sakit kira-kira ada hubungannya enggak ya tapi aku buang air enggak kenapa2 normal,fear,1
benci banget soalnya kepikiran bagian sih kawan mninggoy abjingkkkk,anger,0
bused sampai dua kali kirim kata saya mah mending sender muncul deh dm saya coba biar saya tahu enggak usah malu dm saya terbuka luas se luas semesta jangan buat saya penasaran tolong,fear,1
aku bisa merasai kok ekspresi kamu waktu aku mau beli toner kamu takut wajah aku tambah parah ya padahal aku sudah merasa mendingan banget sejak pakai skincare,fear,1
gue selalu berlemah lembut di bilang enggak deh gue lo,neutral,3
disini rian enak banget kalo buat lanjut tidur,happy,4
semangat diah yuk bisa yuk buat hari ini bismillah,happy,4
sender tolol bikin emosi saja pagi2 begini,anger,0
kelihatannya bodoh kalo dipikir pakai logika,neutral,3
bangun tidur lihat fan mu pada marah marah taunya hadehh,anger,0
username sudah jauh mendingan setidaknya ketua dpr berani ditangkap dibandingkan dulu anggota dpr gubernur sampai rt berani korupsi tanpa ada yang berani tangkap,anger,0
lu yang tolol anjir,anger,0
sudah buru2 pulang biar bisa menonton the clash of titan eehh serena memutuskan retired karena cedera otot lengan ya bagaimana lagi kesehatan adalah yang utama kan setelah ini sudah jelas i sama rooting for maria sharapova url,sad,2
pak rektor tweeter tanpa mu bagaikan sayur tanpa ikan asin,neutral,3
malu kali,fear,1
kaget banget pas menonton yang bagian ini tapi habis itu mengakak karena ekspresi dia gemas lo,happy,4
sedih suffer kecewa,sad,2
sudah hampir seminggu tiap sahur harus dibanguninnya sama mamah alarm cuma matiin doang kalo telpon mamah dimatiin sekali ditelpon terus sampai bangun untung dia sabar,sad,2
sedih foto sopinya diapus,sad,2
ih kaget tiba-tiba ada comback lagi ih ya ampun sampai hiatus,fear,1
username bukaaan tapi aku punya kayak semacam trust issue begitu takut diomongin sama teman dekat takut kalo mengomong a nanti malah salah dan aku bukan tipe orang yang gampang ceritain semua masalahku ke orang lain alias susah terbuka,fear,1
kuat tidaknya iman seseorang itu bisa dilihat saat doi mulai jatuh cinta cinta tuh ngeri sampai sampai bisa bikin seseorang mengorbankan imannya demi cintaaa,fear,1
akhir2 ini merasa sendiri terus iya sih enggak ada yang bisa diharapin masing-masing punya kehidupan dan kesibukannya masing-masing sekedar untuk cerita saja susah sahabat memang susah nyarinya jadi bersyukurlah yang punya sahabat dikalan happy dan susah namun mereka selalu ada disisi kita,sad,2
waktu atau atau atau maupun akan begitu,neutral,3
jijik kamu menjadi pembohong untuk menutupi fakta bahwa kamu ini selain baperan juga bodoh ini adalah perbuatan paling menjijikkan yang dapat dilakukan manusia mengaku panteis bohong mengaku ngikuti astronomi bohong pembohong huek mengaku anak ugm ui,anger,0
semangat pemulihanya sayankk,happy,4
gue enggak suka banget dichat terus ya kalo pembahasan lo bagus dan menarik bakal gue tanggepin masalahnya pembahasan lo tuh itu saja dan hal yang lo bahas tuh hal yang menurut gue sensitif jadi ya gue malas balas chat lo,anger,0
jilbaber baju natal norak anjing2 kalian sudah mnyambut di hotel wahai intel setan username username apep ahmad tardiyana urbane anjing ini saja pola ulah intel busuk lo mengikuti orang kemnpun taekkkk alat teror bngsat lagi2 kalian pasang di kamar kerjasama dengan hotel tahi,anger,0
kriteria titit versi rina tebal atau ke keluarnya periode refraktori bisa beberapa rounde,neutral,3
ke dokter kandungan saja beb kalau takut kenapa sebelum terlambat saja soalnya tiap orang beda penyebab nya ada yang karena hormon ada yang lain,fear,1
username username terima kasih banget pak presidenku n kabinet dengan hsl kinerja yang mulia nkri tidak dipandang enteng semoga tetap kita jaga n terjaga warsan tersebut,happy,4
sudah puas banget itu mam seblak,happy,4
belum sih mau zoom dulu sedih karena sabtu enggak libur,sad,2
gicafe kopi ginseng pin bb d68681f0 wa 085252552807,neutral,3
enggak juga enggak tapi tiba tiba padahal feeling haha gilss,neutral,3
tapi macam kali berhenti macam citizens weh,neutral,3
buka di chrome langsung muncul logonya wkwk username url,happy,4
ah jimin sudah sembuh senang banget,happy,4
daripada keseel saja memikirkan omongan nyokap gue kemarin entar mau nyantai saja tenangin otak ngadem lama nongki di bk balkot saja deh sampai sore url,anger,0
emosi bung,anger,0
orang berkata mendapatkan tiga hal dan hormat,neutral,3
tapi sedih juga karena yang aku pikir selama ini dia baik-baik saja ternyata mikir kayak begitu sedih,sad,2
tbh pengin marah karena dia yang mendadak pakai ikut masuk mobil cuman yang ditakutin bukan diri sendiri sakit tapi takutnya bawa penyakit ke orang rumah,anger,0
mau tau rayuan cowok kadal wkwkw kamu cantik kok enggak belum ada pacar sih kamu suka lagu apa nanti di menyanyikan nanti lagunya aku mainin di spty kamu tuh manis deh bibirnya aku suka bibir kamu begitu lah sudah basii habis tau,anger,0
woii bodok kalo semua komplain beropini berargumen berpendapat dkk mngenai kbijakan pemerintah buat apa pileg dlakukn goblok di pelihara lu lakukan itu malah buat anggota legislatif terhormat itu makan gaji buta tolol pendapatan aggota dewan itu 10x gaji umr tiap bulan,anger,0
menjadikan seseorang kedua setelah pertamamu menjadi ternyaman untukmu pulang adalah terbesar seseorang kau jadikan keduamu bisa kapan tanpa kau,neutral,3
terkadang aku bisa marah bingung sedih dan ceria tak kenal hari dan waktu aku sadar itu dan aku menyesuaikan mungkin yang paling sering terlihat ketika aku berada di kerumunan banyak orang adalah warna warni ceria tapi sebenarnya aku memupuk warna hitam putih dan abu,sad,2
dibilang baik baik nyepelein dimarahi malah marah balik sekiranya hidup enggak butuh masukan dari orang lain hidup di goa saja biar bisa mengekspresikan diri semau maunya jadi enggak menambah masalah begitu lho,anger,0
askmf aku maba aku termasuk orang yang susah cari teman baru kemarin aku gabung sama grup fakultas padahal grup itu sudah ada sejak lama aku bingung enggak bisa ikut nimbrung mengobrol karena belum tau apa-apa aku jadi takut besok enggak punya teman aku harus bagaimana,fear,1
zus tak je kopi branch nih paling cbtl,neutral,3
sedih melas tur kecewa sama diri sendiri ngedumel wae nanging raono perubahan e kudu pie nek wes ngene,sad,2
tuh orang memakai maskernya,neutral,3
heran sih orang stres begitu masih berkeliarab di salemba 2minggu yang lalu juga habis pukul anak cowok juga kayak begitu mana ada yang mau betah di salemba tapi memang sih rt rw lebih cepat menanggapi keluhan warganya,fear,1
huhu memang pendek banget ya kalo enggak buka ig kadang tuh notif live gamasuk suka sedih sedih,sad,2
nya nu jiga kieu mah penjahat nya jaka sembung,neutral,3
hmm takut tapi tetap usahakan percaya diri lah pokoknya sedih,fear,1
baru denise andwee,neutral,3
self titled bin idris 2016 ku tau mas haikal cs jago banget bikin ambience jadi nada di sigmun di album ini gue kaget soalnya lagu-lagunya sama ambience di mv nya benar-benar persis sama apa yang gue bayangkan pas dengar lagunya keren gue suka lagu dalam wangi calm water rebahan,happy,4
dengan akan berakhir dengan benjamin franklin,neutral,3
kirimlah bangsa 10 kg perbulan perjenisnya,neutral,3
sudah enggak mood mau unboxing paket shopee keburu sedih deluan hehe,sad,2
gue terlalu kepo seharusnya gue enggak tau jadi tau tapi mau bagaimana lagi pas tau rasanya benci banget sama dia tapi di satu sisi gue kasihan harus bagaimana juga enggak tau jadi ini hanya rasa kasihan saja,sad,2
terus pasti langsung diomongin selak tua cari uang ya bareng bareng sama suami itu bapak mama mu sudah pengin gendong cucu belajar itu nanti pas sudah berkeluarga pasti tau itu sih anu una unu sudah pada nikah itu sih bla beli blu anaknya sudah 2 hmm ya mlipir,sad,2
bodoh setujuuuuh kecerdasan siritual ahlaq,neutral,3
aslik suka banget sama natrep masih ada produknya yang under 20k cocok di muka pun enggak bukan break out,happy,4
baik kalau soal ham mau tanya koruptor waktu maling mikirkan hak orang lain enggak koruptor itu sendiri adalah pelanggar ham cuma koruptor yang bela koruptor politisi bebal,anger,0
username username tolong dijelaskan maksud dari hal ini dibuktikan dengan penggunaan resi pada transaksi anda yang telah digunakan pada transaksi lain transaksi anda dengan supplier anda saya rasa tidak mungkin ada double resi,anger,0
semangat buat hari ini ya lu deserve tapi be happy anw jangan lupa sarapan sebb,happy,4
jangan pergi anda kata ustadnya ya suka suka dialah stad wkwk,happy,4
i ran around 8pm kat kj area parked my car jalan and deh finished 2 3 loop masa then one uncle you tak ke nih i said je uncle deh lah round ke 3 from afar i saw a guy usha2 i sok i stopped 100m apart,neutral,3
enggak tapi enggak disini,neutral,3
berkoar koar sajalah yang kayak begini sudah di sumpal pakai duit lah diam lah termasuk yang ngamuk ngamuk di sebut jin buang anak jin nya saja enggak marah kok yang manusianya ngamuk ngamuk sadarkah kalian itu sudah di provokasi woii di kampung saya juga ada tempat yang disebut begitu,anger,0
lo harus semangat nan yuk semangat yuk,happy,4
mengeluhkan hidupmu kamu merasakan untuk mensyukuri,neutral,3
nyenyak semangat juga,happy,4
pernah seseorang kamu untuk seseorang kamu kamu,neutral,3
relate banget sampai suka dikatai sombong,sad,2
guru gue campur campur aksennya anjir suka kudu teliti banget liattin gerak bibirnya t t,anger,0
selama mereka di dlem kmr aku suruh pacarku bwa tmennya yang bisa berurusan dengan hal ghaib juga tuh selama di dlem kamar yang aku dengar itu cinta teriak2 ketawa2 kunti dan mengerang keras begitu itu berlangsung hampir sejaman,fear,1
manajer kayanya suka bikin planning sbnrnya walaupun sering banget dipatahkan sama keadaan stay strong,happy,4
semoga orang dzolim ke gue oleh swt,neutral,3
alhamdulillah pagi ini dapat kabar baik,happy,4
username min jangan mati hidup terus mati lagi begini dong listriknya bisa ngerusak alat elektronik kalo belum benar tuh jangan di nyalain dulu terus di matiin lagi rusak elektronik entar,anger,0
siang sender kebetulan avail sekarang dan senggang cause i don t have anything tapi di now bisa kuta mengobrol mengobrol dan jika kamu akan bersenang memberikannya bisa apapun tanpa akan,neutral,3
aku yang selalu mudah kepikiran berpikir kalau keluarga lama lama muak membantu keluargaku terus walau padahal mereka terlihat ikhlas ikhlas saja aku merasa bersalah karena di umurku yang menuju dewasa aku enggak bisa membantu keuangan keluarga aku jadi merasa lemah dan useless,sad,2
takut lah case naik nih erm,fear,1
enggak tapi enggak pernah,neutral,3
paling sedih waktu orang tua sudah kehilangan masa jaya wkwkw dulu bisa kali tiap hari order makanann entah mcd phd kfc dll sekarang kalo mau order menunggu menang giveaway itu pun ada batasan belinya karena harus hemat sedih banget sih tapi ya yang namanya dunia pasti muter,sad,2
wkwk juga keliling liyue dulu ternyata menyaru npc entar besok di wanwen book store mengobrol,neutral,3
